0 71.775 null 0 null null
72499 1.353 Walk 0 null null
73866 2.376 Walk 201 null null
76266 25.311 Lie 201 null null
101832 1.782 Sit 201 null null
103632 0.891 Stand 201 null null
104532 1.584 Walk 201 null null
106132 0.825 Walk 0 null null
106966 2.376 Walk 203 null null
109366 2.772 Stand 203 null null
112166 2.772 Walk 203 null null
114966 1.056 Walk 203 null ReachSwitch
116032 0.528 Walk 203 null ReleaseSwitch
116566 0.066 Stand 203 null ReleaseSwitch
116632 0.396 Stand 203 null null
117032 4.884 Walk 203 null null
121965 1.023 Walk 203 null ReachDoor2
122999 0.396 Walk 203 null UnlockDoor2
123399 0.297 Stand 203 null UnlockDoor2
123699 4.191 Stand 203 null OpenDoor2
127932 0.396 Stand 203 null ReleaseDoor2
128332 0.99 Stand 203 null null
129332 5.148 Walk 203 null null
134532 1.551 Walk 203 null ReachDoor1
136099 0.363 Stand 203 null ReachDoor1
136465 0.858 Stand 203 null UnlockDoor1
137332 4.851 Stand 203 null OpenDoor1
142232 0.429 Stand 203 null ReleaseDoor1
142665 0.231 Walk 203 null ReleaseDoor1
142899 8.547 Walk 203 null null
151532 104.643 null 203 null null
257231 3.663 Walk 203 null null
260931 0.792 Walk 203 ReachDoor1 null
261731 0.198 Walk 203 CloseDoor1 null
261931 0.297 Walk 203 CloseDoor1 ReachDoor1
262231 0.066 Stand 203 null ReachDoor1
262297 2.97 Stand 203 null CloseDoor1
265297 0.726 Stand 203 null LockDoor1
266031 1.386 Stand 203 null ReleaseDoor1
267431 0.462 Stand 203 null null
267897 2.145 Walk 203 null null
270064 0.363 Walk 0 null null
270431 0.726 Walk 0 null ReachSwitch
271164 0.033 Walk 0 null null
271197 0.231 Walk 0 null ReleaseSwitch
271431 0.528 Stand 0 null ReleaseSwitch
271964 0.726 Stand 0 null null
272697 1.221 Walk 0 null null
273931 0.099 Walk 0 null ReachCup
274031 0.726 Walk 202 null ReachCup
274764 0.264 Stand 202 null ReachCup
275031 1.056 Stand 202 null MoveCup
276097 2.112 Walk 202 null MoveCup
278231 0.957 Stand 202 null MoveCup
279197 0.198 Stand 202 null ReleaseCup
279397 2.508 Stand 202 null null
281931 0.759 Walk 202 null null
282697 0.924 Walk 202 null ReachSugar
283630 0.561 Stand 202 null ReachSugar
284197 0.099 Stand 202 null MoveSugar
284297 0.66 Stand 202 ReachSugar MoveSugar
284964 0.99 Stand 202 MoveSugar MoveSugar
285964 0.264 Stand 202 MoveSugar ReleaseSugar
286230 0.495 Stand 202 MoveSugar ReachFridge
286730 2.145 Stand 202 MoveSugar OpenFridge
288897 0.231 Stand 202 MoveSugar ReleaseFridge
289130 2.409 Stand 202 MoveSugar ReachMilk
291564 0.495 Stand 202 MoveSugar MoveMilk
292064 1.023 Stand 202 MoveSugar ReachFridge
293097 1.386 Stand 202 MoveSugar CloseFridge
294497 0.792 Stand 202 MoveSugar ReleaseFridge
