0 68.244 null 0 null null
68933 2.112 Walk 0 null null
71066 0.231 Stand 0 null null
71299 0.627 Stand 201 null null
71933 0.033 null 201 null null
71966 3.663 Sit 201 null null
75666 0.033 null 201 null null
75699 15.477 Lie 201 null null
91332 2.343 Sit 201 null null
93699 0.825 Stand 201 null null
94532 0.858 Walk 201 null null
95399 1.287 Walk 0 null null
96699 1.419 Walk 0 null ReachSwitch
98132 0.099 Stand 0 null ReachSwitch
98232 0.066 Stand 0 null null
98299 0.561 Stand 0 null ReleaseSwitch
98866 0.066 Stand 0 null null
98932 0.033 null 0 null null
98966 0.297 Walk 0 null null
99266 3.069 Walk 202 null null
102366 1.683 Walk 202 null ReachDoor2
104066 0.066 Walk 202 null UnlockDoor2
104132 0.165 Stand 202 null UnlockDoor2
104299 0.033 Stand 202 null null
104332 2.244 Stand 202 null OpenDoor2
106599 0.627 Stand 202 null ReleaseDoor2
107232 0.33 Stand 202 null null
107566 3.828 Walk 202 null null
111432 0.627 Walk 202 null ReachDrawer1
112066 0.429 Stand 202 null ReachDrawer1
112499 0.033 Stand 202 null OpenDrawer1
112532 1.188 Stand 202 ReachDrawer1 OpenDrawer1
113732 1.056 Stand 202 CloseDrawer1 CloseDrawer1
114799 0.198 Stand 202 CloseDrawer1 ReleaseDrawer1
114999 0.132 Stand 202 null ReleaseDrawer1
115132 0.099 Stand 202 ReachDrawer2 ReleaseDrawer1
115232 0.462 Stand 202 ReachDrawer2 null
115699 0.033 Stand 202 null ReachDrawer2
115732 0.759 Stand 202 OpenDrawer2 ReachDrawer2
116499 0.561 Stand 202 OpenDrawer2 OpenDrawer2
117065 0.132 Stand 202 OpenDrawer2 null
117199 0.99 Stand 202 CloseDrawer2 null
118199 0.033 Stand 202 null null
118232 0.363 Stand 202 ReleaseDrawer2 null
118599 0.033 Stand 202 null null
118632 0.495 Stand 202 ReachDrawer3 null
119132 1.749 Stand 202 OpenDrawer3 null
120899 1.749 Stand 202 CloseDrawer3 null
122665 0.033 Stand 202 null null
122699 0.99 Stand 202 ReleaseDrawer3 null
123699 0.33 Stand 202 null null
124032 0.495 Walk 202 null null
