0 97.482 null 0 null null
98466 72.006 Stand 0 null null
171198 2.772 null 0 null null
173998 103.323 Stand 0 null null
278364 0.033 null 0 null null
278397 2.376 Walk 0 null null
280797 1.089 Walk 0 ReachLazychair null
281897 0.099 Walk 0 null null
281997 0.825 null 0 null null
282831 1.947 Walk 0 null null
284797 0.132 Walk 201 null null
284930 5.445 null 201 null null
290430 22.671 Lie 201 null null
313330 4.29 null 201 null null
317663 4.851 null 0 null null
322563 14.091 Stand 0 null null
336797 0.033 null 0 null null
336830 0.033 Walk 0 null null
336863 2.937 Walk 202 null null
339830 0.594 Walk 202 ReachFridge null
340430 0.231 Walk 202 null null
340663 0.297 null 202 null null
340963 7.161 Stand 202 null null
348197 0.033 null 202 null null
348230 4.026 Walk 202 null null
352296 0.132 null 202 null null
352430 6.732 Stand 202 null null
359230 0.957 Stand 202 ReachFridge null
360196 1.188 Stand 202 null null
361396 1.188 Stand 202 OpenFridge null
362596 3.663 Stand 202 null null
366296 1.089 Stand 202 CloseFridge null
367396 0.462 Stand 202 null null
367863 0.231 Stand 202 ReleaseFridge null
368096 2.937 Stand 202 null null
371063 7.854 Walk 202 null null
378996 0.264 null 202 null null
379263 0.132 Stand 202 null null
379396 0.924 Stand 202 null ReachDoor2
380330 0.033 Stand 202 null null
380363 2.871 Stand 202 null OpenDoor2
383263 2.937 Stand 202 null null
386229 0.33 null 202 null null
386563 3.828 Walk 202 null null
390429 0.726 Walk 202 null ReachDoor1
391163 0.132 Stand 202 null ReachDoor1
391296 1.386 Stand 202 null null
392696 2.343 Stand 202 null OpenDoor1
395063 0.627 Stand 202 null null
395696 0.495 Stand 202 null ReleaseDoor1
396196 0.429 Stand 202 null null
396629 0.033 null 202 null null
396663 7.458 Walk 202 null null
404196 0.033 null 202 null null
404229 0.66 Stand 202 ReachDrawer2 null
404896 1.386 Stand 202 OpenDrawer2 null
406296 3.102 Stand 202 null null
409429 1.155 Stand 202 CloseDrawer2 null
410596 0.858 Stand 202 null null
411463 1.617 Stand 202 OpenDrawer1 null
413096 2.046 Stand 202 null null
415163 1.056 Stand 202 CloseDrawer1 null
416229 1.551 Stand 202 null null
417796 1.584 Stand 202 OpenDrawer3 null
419396 1.287 Stand 202 null null
420696 1.221 Stand 202 CloseDrawer3 null
421929 0.759 Stand 202 null null
422696 1.386 Stand 202 ReleaseDrawer3 null
424096 1.056 Stand 202 null null
425162 0.033 null 202 null null
425196 5.775 Walk 202 null null
431029 0.033 null 202 null ReachDoor1
431062 0.462 Stand 202 null ReachDoor1
431529 18.414 Stand 202 null null
450129 2.772 Walk 202 null null
452929 0.627 Walk 202 null ReachDoor2
453562 0.264 Walk 202 null null
453829 1.749 Walk 202 null CloseDoor2
455595 0.066 null 202 null CloseDoor2
455662 1.287 Stand 202 null CloseDoor2
456962 0.099 null 202 null CloseDoor2
457062 0.132 null 202 null ReleaseDoor2
457195 0.264 Walk 202 null ReleaseDoor2
457462 7.854 Walk 202 null null
465395 0.198 Walk 202 null ReachSwitch
465595 0.495 Stand 202 null ReachSwitch
466095 0.825 Stand 202 null null
466929 0.363 Stand 202 null ReleaseSwitch
467295 1.188 Stand 202 null null
468495 0.033 null 202 null null
468529 4.257 Walk 202 null null
472829 0.561 Stand 202 null null
473395 0.363 Stand 202 null ReachDoor1
473762 1.056 Stand 202 null null
474829 2.211 Stand 202 null OpenDoor1
477062 0.033 null 202 null OpenDoor1
477095 0.264 null 202 null null
477362 0.066 Walk 202 null null
477429 0.363 Walk 202 null ReleaseDoor1
477795 6.699 Walk 202 null null
484562 224.994 null 202 null null
711826 6.435 Walk 202 null null
718326 2.376 Stand 202 null null
720726 0.099 null 202 null null
720826 0.264 Walk 202 null null
721093 2.112 Walk 202 null CloseDoor1
723226 0.198 Walk 202 null null
723426 0.165 null 202 null null
723593 0.099 Stand 202 null null
723693 1.254 Stand 202 null CloseDoor1
724959 0.264 null 202 null CloseDoor1
725226 0.066 Walk 202 null CloseDoor1
725293 5.676 Walk 202 null null
731026 1.881 Stand 202 null null
732926 2.145 Stand 202 null OpenDoor2
735093 0.033 Stand 202 null null
735126 0.528 Stand 202 null ReleaseDoor2
735659 1.089 Stand 202 null null
736759 9.075 Walk 202 null null
745926 0.759 Walk 202 ReachDrawer2 null
746693 1.518 Stand 202 OpenDrawer2 null
748226 0.99 Stand 202 null null
749226 1.287 Stand 202 CloseDrawer2 null
750526 0.297 Stand 202 null null
750826 0.165 Stand 202 ReleaseDrawer2 null
750992 0.198 null 202 ReleaseDrawer2 null
751192 0.165 null 202 null null
751359 0.033 null 202 null ReachDrawer1
751392 0.429 Walk 202 null ReachDrawer1
751826 0.033 Walk 202 null null
751859 0.66 Walk 202 null OpenDrawer1
752526 0.198 null 202 null OpenDrawer1
752726 0.363 Stand 202 null OpenDrawer1
753092 1.188 Stand 202 null CloseDrawer1
754292 0.726 Stand 202 null null
755026 0.462 Stand 202 null ReleaseDrawer1
755492 1.65 Stand 202 null null
757159 1.485 Stand 0 null null
758659 0.099 null 0 null null
758759 0.495 Walk 0 null null
759259 2.244 Walk 203 null null
761526 0.66 Walk 203 null ReachCup
762192 0.231 null 203 null ReachCup
762426 1.254 Stand 203 null ReachCup
763692 2.31 Stand 203 null MoveCup
766026 3.036 Walk 203 null MoveCup
769092 0.033 null 203 null MoveCup
769126 0.693 Stand 203 null MoveCup
769826 0.462 Stand 203 null ReleaseCup
770292 0.165 null 203 null ReleaseCup
770459 0.033 Walk 203 null ReleaseCup
770492 1.485 Walk 203 null null
771992 0.495 Walk 203 null ReachFridge
772492 0.066 Walk 203 null null
772559 0.33 Stand 203 null null
772892 0.429 Stand 203 null OpenFridge
773326 0.198 Stand 203 ReachFridge OpenFridge
773526 0.033 Stand 203 ReachFridge null
773559 0.033 Stand 203 null ReleaseFridge
773592 0.231 Stand 203 OpenFridge ReleaseFridge
773826 0.726 Stand 203 OpenFridge null
774559 5.841 Stand 203 null null
780459 0.627 Stand 203 null ReachMilk
781092 0.033 Stand 203 null null
781126 1.089 Stand 203 null MoveMilk
782226 2.442 Stand 203 CloseFridge MoveMilk
784692 0.033 Stand 203 null MoveMilk
784725 0.231 Stand 203 ReleaseFridge MoveMilk
784959 0.066 Stand 203 null MoveMilk
785025 0.198 Stand 203 null null
785225 0.264 Stand 203 ReachMilk null
785492 0.033 Stand 203 null null
785525 0.099 Stand 203 MoveMilk null
785625 1.287 Stand 203 MoveMilk ReachSugar
786925 0.099 Stand 203 MoveMilk null
787025 1.65 Stand 203 MoveMilk MoveSugar
788692 0.033 Stand 203 null MoveSugar
788725 0.132 Stand 203 ReleaseMilk MoveSugar
788859 0.066 Stand 203 ReleaseMilk null
788925 0.132 Stand 203 ReleaseMilk ReleaseSugar
789059 0.231 Stand 203 null ReleaseSugar
789292 0.033 Stand 203 null null
789325 0.462 Stand 203 null ReachSpoon
789792 0.066 Stand 203 null null
789859 1.155 Stand 203 null MoveSpoon
791025 0.99 Stand 203 ReachSugar MoveSpoon
792025 0.033 Stand 203 null MoveSpoon
792059 2.343 Stand 203 MoveSugar MoveSpoon
794425 0.099 Stand 203 null MoveSpoon
794525 0.495 Stand 203 ReleaseSugar MoveSpoon
795025 0.561 Stand 203 null MoveSpoon
795592 0.396 Stand 203 ReachMilk MoveSpoon
795992 0.033 Stand 203 null MoveSpoon
796025 1.188 Stand 203 MoveMilk MoveSpoon
797225 0.132 null 203 MoveMilk MoveSpoon
797359 2.475 Walk 203 MoveMilk MoveSpoon
799859 0.066 null 203 MoveMilk MoveSpoon
799925 0.627 Stand 203 MoveMilk MoveSpoon
800559 0.462 Stand 203 MoveMilk null
801025 0.429 Stand 203 MoveMilk ReleaseSugar
801459 1.188 Stand 203 MoveMilk null
802659 0.099 Stand 203 null null
802759 0.363 Stand 203 ReleaseMilk null
803125 12.375 Stand 203 null null
815625 0.792 Stand 203 MoveMilk null
816425 0.231 Stand 203 null null
816659 1.023 Stand 203 ReleaseMilk null
817692 17.655 Stand 203 null null
835525 0.759 Stand 203 ReachTable null
836292 2.871 Stand 203 null null
839192 0.594 Stand 203 ReleaseTable null
839792 29.139 Stand 203 null null
869225 0.99 Stand 203 null ReachTable
870225 5.346 Stand 203 null null
875625 0.297 Stand 203 null ReachCup
875925 1.683 Stand 203 null MoveCup
877625 0.858 Stand 203 null ReleaseCup
878491 3.96 Stand 203 null null
882491 10.725 Stand 203 null StirCup
893324 1.815 Stand 203 null null
895158 1.023 Stand 203 null ReleaseSpoon
896191 0.891 Stand 203 null null
897091 2.31 Stand 203 null MoveCup
899424 1.419 Stand 203 SipCup null
900858 0.363 Stand 203 null null
901224 0.627 Stand 203 null MoveCup
901858 0.99 Stand 203 null null
902858 1.419 Stand 203 null MoveCup
904291 0.858 Stand 203 SipCup null
905158 0.033 Stand 203 null null
905191 0.726 Stand 203 null MoveCup
905924 0.825 Stand 203 null null
906758 0.891 Walk 203 null null
907658 0.099 null 203 null null
907758 0.957 Stand 203 null null
908724 0.825 null 203 null MoveCup
909558 0.033 null 203 null null
909591 1.353 null 203 null ReleaseCup
910958 0.891 null 203 null null
911858 0.495 null 203 null ReachCup
912358 1.056 Sit 203 null ReachCup
913424 1.023 Sit 203 null MoveCup
914458 0.033 Sit 203 null null
914491 2.178 Sit 203 null SipCup
916691 0.033 Sit 203 null null
916724 1.848 Sit 203 null MoveCup
918591 0.033 Sit 203 null null
918624 1.287 Sit 203 null ReleaseCup
919924 3.267 Sit 203 null null
923224 1.089 Sit 203 null ReachCup
924324 1.452 Sit 203 null MoveCup
925791 2.211 Sit 203 null SipCup
928024 1.254 Sit 203 null MoveCup
929291 0.561 Sit 203 null SipCup
929857 0.033 Sit 203 null null
929891 1.419 Sit 203 null MoveCup
931324 0.396 Sit 203 null null
931724 0.693 Sit 203 null ReleaseCup
932424 2.244 Sit 203 null null
934691 0.627 Sit 203 null ReachCup
935324 0.792 Sit 203 null null
936124 1.287 Sit 203 null MoveCup
937424 3.927 Sit 203 null SipCup
941391 0.033 Sit 203 null null
941424 2.475 Sit 203 null MoveCup
943924 0.396 Sit 203 null ReleaseCup
944324 0.792 Sit 203 ReachCup null
945124 0.693 Sit 203 null null
945824 1.188 Sit 203 MoveSpoon null
947024 0.099 Sit 203 null null
947124 0.66 Sit 203 null MoveSpoon
947791 0.924 null 203 null MoveSpoon
948724 0.495 null 203 null null
949224 0.066 Stand 203 null null
949291 0.033 Stand 0 null null
949324 3.564 Stand 0 null StirGlass
952924 2.97 Stand 0 null null
955924 0.099 Stand 0 null MoveSpoon
956024 0.33 null 0 null MoveSpoon
956357 0.825 Walk 0 null MoveSpoon
957190 0.33 Walk 0 null null
957524 0.297 Stand 0 null null
957824 0.792 Stand 0 null ReleaseSpoon
958624 2.277 Stand 0 null null
960924 0.891 Walk 0 null null
961824 0.462 Walk 0 null ReachSpoon
962290 0.033 Walk 0 null null
962324 0.561 Walk 0 ReachSugar null
962890 0.033 Walk 0 null null
962924 0.198 Walk 0 MoveSugar null
963124 0.099 null 0 MoveSugar null
963224 0.594 null 0 MoveSugar MoveGlass
963824 2.277 Walk 0 MoveSugar MoveGlass
966124 0.561 Stand 0 null MoveGlass
966690 1.221 Stand 0 null ReleaseGlass
967924 0.561 Stand 0 ReachFridge ReleaseGlass
968490 0.363 Stand 0 OpenFridge ReleaseGlass
968857 0.825 Stand 0 OpenFridge null
969690 0.33 Stand 0 OpenFridge MoveMilk
970024 0.231 Stand 0 null MoveMilk
970257 1.452 Stand 0 null null
971724 0.858 Stand 0 null ReleaseMilk
972590 30.228 Stand 0 null null
1003123 6.963 Stand 0 null MoveMilk
1010157 2.772 Walk 0 null MoveMilk
1012957 0.033 null 0 null MoveMilk
1012990 0.33 Stand 0 null MoveMilk
1013323 32.868 Stand 0 null null
1046523 11.748 Stand 204 null null
1058389 0.033 null 204 null null
1058423 1.782 Walk 204 null null
1060223 0.693 Walk 204 ReachDrawer1 null
1060923 0.033 Walk 204 OpenDrawer1 null
1060956 0.165 null 204 OpenDrawer1 null
1061123 0.693 Stand 204 OpenDrawer1 null
1061823 7.029 Stand 204 null null
1068923 0.693 Stand 204 null ReachKnifeCheese
1069623 0.693 Stand 204 ReachKnifeSalami MoveKnifeCheese
1070323 0.165 Stand 204 MoveKnifeSalami MoveKnifeCheese
1070489 0.132 Stand 204 MoveKnifeCheese MoveKnifeCheese
1070623 0.99 Stand 204 MoveKnifeCheese null
1071623 0.693 Stand 204 MoveKnifeCheese ReachDrawer1
1072323 0.066 Stand 204 MoveKnifeCheese null
1072389 0.825 Stand 204 MoveKnifeCheese CloseDrawer1
1073223 1.089 Stand 204 MoveKnifeCheese null
1074323 0.825 Stand 204 MoveKnifeCheese OpenDrawer2
1075156 0.363 Stand 204 MoveKnifeCheese null
1075523 0.429 Stand 204 MoveKnifeCheese ReachPlate
1075956 1.386 Stand 204 MoveKnifeCheese MovePlate
1077356 0.033 Stand 204 MoveKnifeCheese null
1077389 0.33 Stand 204 MoveKnifeCheese ReachDrawer2
1077723 1.287 Stand 204 MoveKnifeCheese CloseDrawer2
1079023 0.561 Stand 204 MoveKnifeCheese ReleaseDrawer2
1079589 0.33 Stand 204 MoveKnifeCheese null
1079923 0.066 null 204 MoveKnifeCheese null
