290430 313329 SALieonLazychair
771992 784958 SAGetMilk
897091 900857 SADrinkfromCup
901224 905157 SADrinkfromCup
911858 916690 SADrinkfromCup
923224 929856 SADrinkfromCup
934691 941390 SADrinkfromCup
967924 972589 SAPutawayMilk
1060223 1073222 SAGetKnifeCheese
1060223 1073222 SAGetKnifeSalami
1074323 1079588 SAGetPlate
1112789 1119054 SAGetMilk
1137222 1144521 SAGetBread
1213121 1253386 SAPrepareSalami
1256354 1260053 SAEatBread
1271121 1273720 SADrinkfromGlass
1275721 1297019 SAEatBread
1308754 1313853 SADrinkfromGlass
1315354 1318586 SAEatBread
1330920 1334319 SAEatBread
1336620 1341686 SADrinkfromGlass
1353153 1355319 SAEatBread
1357020 1361852 SADrinkfromGlass
1368853 1371985 SAEatBread
1372053 1374719 SAEatBread
1375986 1385185 SADrinkfromGlass
1401453 1416985 SAGetBottle
1426919 1435118 SAPutinDishwasher
1438219 1441385 SAPutinDishwasher
1448219 1449685 SAPutinDishwasher
1450019 1453151 SAPutinDishwasher
1464319 1474984 SAPutinDishwasher
1497652 1504084 SAPutawayBread
1604684 1619383 SALieonLazychair
